Funder,Recipient,Total value
GlobalGiving.org,Thailand,14884
GlobalGiving.org,Timor-Leste,461
GlobalGiving.org,Uganda,35736
GlobalGiving.org,United Kingdom,35844
GlobalGiving.org,United Republic of Tanzania,1493
GlobalGiving.org,United States of America,290466
GlobalGiving.org,"Venezuela, Bolivarian Republic of",233748
GlobalGiving.org,Viet Nam,54129
GlobalGiving.org,Yemen,2710
GlobalGiving.org,Zambia,7229
GlobalGiving.org,Zimbabwe,2706
Global Antibiotic Research and Development Partnership,Belgium,50419
Global Antibiotic Research and Development Partnership,Brazil,116159
Global Antibiotic Research and Development Partnership,Canada,30792
Global Antibiotic Research and Development Partnership,China,23083
Global Antibiotic Research and Development Partnership,Democratic People's Republic of Korea,582614
Global Antibiotic Research and Development Partnership,Democratic Republic of the Congo,559081
Global Antibiotic Research and Development Partnership,France,914217
Global Antibiotic Research and Development Partnership,Germany,120313
Global Antibiotic Research and Development Partnership,Ghana,30433
Global Antibiotic Research and Development Partnership,Greece,2332
Global Antibiotic Research and Development Partnership,India,4711413
Global Antibiotic Research and Development Partnership,Indonesia,43245
Global Antibiotic Research and Development Partnership,Ireland,3278
Global Antibiotic Research and Development Partnership,Italy,1104149
Global Antibiotic Research and Development Partnership,Japan,323834
Global Antibiotic Research and Development Partnership,Jordan,19190
Global Antibiotic Research and Development Partnership,Kenya,280418
Global Antibiotic Research and Development Partnership,Latvia,1547
Global Antibiotic Research and Development Partnership,Malaysia,284537
Global Antibiotic Research and Development Partnership,Mexico,112232
Global Antibiotic Research and Development Partnership,Netherlands,6942
Global Antibiotic Research and Development Partnership,Senegal,11679
Global Antibiotic Research and Development Partnership,Singapore,13301
Global Antibiotic Research and Development Partnership,South Africa,1007771
Global Antibiotic Research and Development Partnership,Spain,132260
Global Antibiotic Research and Development Partnership,Sudan,573
Global Antibiotic Research and Development Partnership,Sweden,329230
Global Antibiotic Research and Development Partnership,Switzerland,12260122
Global Antibiotic Research and Development Partnership,Thailand,336575
Global Antibiotic Research and Development Partnership,Uganda,1235
Global Antibiotic Research and Development Partnership,United Kingdom,3197742
Global Antibiotic Research and Development Partnership,United States of America,14791162
Global Alliance for Vaccines and Immunisation (GAVI),Afghanistan,389225794
Global Alliance for Vaccines and Immunisation (GAVI),Albania,2842
Global Alliance for Vaccines and Immunisation (GAVI),Algeria,100492100
Global Alliance for Vaccines and Immunisation (GAVI),Angola,224649327
Global Alliance for Vaccines and Immunisation (GAVI),Armenia,3000570
Global Alliance for Vaccines and Immunisation (GAVI),Azerbaijan,8076456
Global Alliance for Vaccines and Immunisation (GAVI),Bangladesh,1151820810
Global Alliance for Vaccines and Immunisation (GAVI),Benin,102789300
Global Alliance for Vaccines and Immunisation (GAVI),Bhutan,6144163
Global Alliance for Vaccines and Immunisation (GAVI),Bolivia,81133277
Global Alliance for Vaccines and Immunisation (GAVI),Burkina Faso,266413389
Global Alliance for Vaccines and Immunisation (GAVI),Burundi,136455536
Global Alliance for Vaccines and Immunisation (GAVI),Cabo Verde,3595865
Global Alliance for Vaccines and Immunisation (GAVI),Cambodia,109703437
Global Alliance for Vaccines and Immunisation (GAVI),Cameroon,156690640
Global Alliance for Vaccines and Immunisation (GAVI),Central African Republic,75339595
Global Alliance for Vaccines and Immunisation (GAVI),Chad,91176300
Global Alliance for Vaccines and Immunisation (GAVI),Comoros,8612976
Global Alliance for Vaccines and Immunisation (GAVI),Congo,40836796
Global Alliance for Vaccines and Immunisation (GAVI),Cote d'Ivoire,286393242
Global Alliance for Vaccines and Immunisation (GAVI),Cuba,4400397
Global Alliance for Vaccines and Immunisation (GAVI),Democratic People's Republic of Korea,59284515
Global Alliance for Vaccines and Immunisation (GAVI),Democratic Republic of the Congo,963148216
Global Alliance for Vaccines and Immunisation (GAVI),Djibouti,12798037
Global Alliance for Vaccines and Immunisation (GAVI),Dominica,1014484
Global Alliance for Vaccines and Immunisation (GAVI),Egypt,404988725
Global Alliance for Vaccines and Immunisation (GAVI),El Salvador,35249028
Global Alliance for Vaccines and Immunisation (GAVI),Eritrea,44704474
Global Alliance for Vaccines and Immunisation (GAVI),Eswatini,3240953
Global Alliance for Vaccines and Immunisation (GAVI),Ethiopia,1079419938
Global Alliance for Vaccines and Immunisation (GAVI),Federated States of Micronesia,263440
Global Alliance for Vaccines and Immunisation (GAVI),Fiji,4361602
Global Alliance for Vaccines and Immunisation (GAVI),Gambia,28113265
Global Alliance for Vaccines and Immunisation (GAVI),Georgia,2462319
Global Alliance for Vaccines and Immunisation (GAVI),Ghana,304811972
Global Alliance for Vaccines and Immunisation (GAVI),Grenada,743838
Global Alliance for Vaccines and Immunisation (GAVI),Guinea,93253656
Global Alliance for Vaccines and Immunisation (GAVI),Guinea Bissau,22310614
Global Alliance for Vaccines and Immunisation (GAVI),Guyana,3010026
Global Alliance for Vaccines and Immunisation (GAVI),Haiti,58761872
Global Alliance for Vaccines and Immunisation (GAVI),Honduras,59861379
Global Alliance for Vaccines and Immunisation (GAVI),India,1189669340
Global Alliance for Vaccines and Immunisation (GAVI),Indonesia,832335125
Global Alliance for Vaccines and Immunisation (GAVI),Iran,10215813
Global Alliance for Vaccines and Immunisation (GAVI),Israel,430000
Global Alliance for Vaccines and Immunisation (GAVI),Kenya,454441144
Global Alliance for Vaccines and Immunisation (GAVI),Kiribati,738073
Global Alliance for Vaccines and Immunisation (GAVI),Kosovo,8656832
Global Alliance for Vaccines and Immunisation (GAVI),Kyrgyzstan,38994443
Global Alliance for Vaccines and Immunisation (GAVI),Lao People's Democratic Republic,84190761
Global Alliance for Vaccines and Immunisation (GAVI),Lesotho,16678191
Global Alliance for Vaccines and Immunisation (GAVI),Liberia,67792608
Global Alliance for Vaccines and Immunisation (GAVI),Low and middle-income countries (LMIC),7154838178
Global Alliance for Vaccines and Immunisation (GAVI),Madagascar,189336030
Global Alliance for Vaccines and Immunisation (GAVI),Malawi,182371971
Global Alliance for Vaccines and Immunisation (GAVI),Maldives,4446232
Global Alliance for Vaccines and Immunisation (GAVI),Mali,194295198
Global Alliance for Vaccines and Immunisation (GAVI),Marshall Islands,138288
Global Alliance for Vaccines and Immunisation (GAVI),Mauritania,64110151
Global Alliance for Vaccines and Immunisation (GAVI),Mongolia,11465689
Global Alliance for Vaccines and Immunisation (GAVI),Morocco,43593992
Global Alliance for Vaccines and Immunisation (GAVI),Mozambique,312126019
Global Alliance for Vaccines and Immunisation (GAVI),Myanmar,285223923
Global Alliance for Vaccines and Immunisation (GAVI),Nepal,279514658
Global Alliance for Vaccines and Immunisation (GAVI),Nicaragua,49540222
Global Alliance for Vaccines and Immunisation (GAVI),Niger,260870022
Global Alliance for Vaccines and Immunisation (GAVI),Nigeria,1789458299
Global Alliance for Vaccines and Immunisation (GAVI),Pakistan,2130828753
Global Alliance for Vaccines and Immunisation (GAVI),Palestine,14105196
Global Alliance for Vaccines and Immunisation (GAVI),Papua New Guinea,57950170
Global Alliance for Vaccines and Immunisation (GAVI),Philippines,491624827
Global Alliance for Vaccines and Immunisation (GAVI),Republic of Moldova,12292862
Global Alliance for Vaccines and Immunisation (GAVI),Rwanda,203098288
Global Alliance for Vaccines and Immunisation (GAVI),Saint Lucia,1299471
Global Alliance for Vaccines and Immunisation (GAVI),Saint Vincent and the Grenadines,779752
Global Alliance for Vaccines and Immunisation (GAVI),Samoa,1055518
Global Alliance for Vaccines and Immunisation (GAVI),Sao Tome and Principe,8073277
Global Alliance for Vaccines and Immunisation (GAVI),Senegal,151818328
Global Alliance for Vaccines and Immunisation (GAVI),Sierra Leone,84800733
Global Alliance for Vaccines and Immunisation (GAVI),Solomon Islands,14877187
Global Alliance for Vaccines and Immunisation (GAVI),Somalia,115263917
Global Alliance for Vaccines and Immunisation (GAVI),South Sudan,114996618
Global Alliance for Vaccines and Immunisation (GAVI),Sri Lanka,44414705
Global Alliance for Vaccines and Immunisation (GAVI),Sudan,423325324
Global Alliance for Vaccines and Immunisation (GAVI),Syrian Arab Republic,87675801
Global Alliance for Vaccines and Immunisation (GAVI),Tajikistan,81530475
Global Alliance for Vaccines and Immunisation (GAVI),Timor-Leste,8156027
Global Alliance for Vaccines and Immunisation (GAVI),Togo,99193530
Global Alliance for Vaccines and Immunisation (GAVI),Tonga,559068
Global Alliance for Vaccines and Immunisation (GAVI),Tunisia,39550265
Global Alliance for Vaccines and Immunisation (GAVI),Tuvalu,131336
Global Alliance for Vaccines and Immunisation (GAVI),Uganda,651219789
Global Alliance for Vaccines and Immunisation (GAVI),Ukraine,101350295
Global Alliance for Vaccines and Immunisation (GAVI),United Republic of Tanzania,483287247
Global Alliance for Vaccines and Immunisation (GAVI),Uzbekistan,220826255
Global Alliance for Vaccines and Immunisation (GAVI),Vanuatu,633381
Global Alliance for Vaccines and Immunisation (GAVI),Viet Nam,534295533
Global Alliance for Vaccines and Immunisation (GAVI),World Health Organization (WHO),59823729
Global Alliance for Vaccines and Immunisation (GAVI),Yemen,204768465
Global Alliance for Vaccines and Immunisation (GAVI),Zambia,180136096
Global Alliance for Vaccines and Immunisation (GAVI),Zimbabwe,166901183
GlaxoSmithKline,Save the Children,562000
Giro555 (Stichting Samenwerkende Hulporganisaties),Afghanistan,459278
Giro555 (Stichting Samenwerkende Hulporganisaties),Bangladesh,393667
Giro555 (Stichting Samenwerkende Hulporganisaties),India,1771502
Giro555 (Stichting Samenwerkende Hulporganisaties),Malawi,131222
Giro555 (Stichting Samenwerkende Hulporganisaties),Nepal,2427613
Giro555 (Stichting Samenwerkende Hulporganisaties),Suriname,262445
Giro555 (Stichting Samenwerkende Hulporganisaties),Syrian Arab Republic,196834
Giro555 (Stichting Samenwerkende Hulporganisaties),Yemen,787334
Giro555 (Stichting Samenwerkende Hulporganisaties),Zambia,131222
Girls’ Education Challenge – Fund Manager PwC,Democratic Republic of the Congo,2269288
Girls’ Education Challenge – Fund Manager PwC,Ethiopia,4578124
Girls’ Education Challenge – Fund Manager PwC,Ghana,4270279
Girls’ Education Challenge – Fund Manager PwC,Kenya,11929450
Girls’ Education Challenge – Fund Manager PwC,Malawi,1231379
Girls’ Education Challenge – Fund Manager PwC,Mozambique,1620920
Girls’ Education Challenge – Fund Manager PwC,Nepal,2649359
Girls’ Education Challenge – Fund Manager PwC,Nigeria,1620920
Girls’ Education Challenge – Fund Manager PwC,Pakistan,2154913
Girls’ Education Challenge – Fund Manager PwC,Rwanda,324184
Girls’ Education Challenge – Fund Manager PwC,Sierra Leone,4545445
Girls’ Education Challenge – Fund Manager PwC,Uganda,3241840
Girls’ Education Challenge – Fund Manager PwC,United Republic of Tanzania,1620920
Girls’ Education Challenge – Fund Manager PwC,Zambia,648368
Girls’ Education Challenge – Fund Manager PwC,Zimbabwe,5105248
Germany,Africa,587394815
Germany,Albania,240148
Germany,Algeria,11546665
Germany,America,157559674
Germany,Argentina,38823
Germany,Armenia,577998
Germany,Asia,27310617
Germany,Azerbaijan,2034512
Germany,Bangladesh,115492002
Germany,Belarus,1158932
Germany,Benin,10295142
Germany,Bhutan,504879
Germany,Bolivia,5398410
Germany,Bosnia and Herzegovina,3948695
Germany,Botswana,143634
Germany,Brazil,12267071
Germany,Burkina Faso,44616217
Germany,Burundi,69329574
Germany,Cambodia,118331572
Germany,Cameroon,141369827
Germany,Central African Republic,14383045
Germany,Chad,47053511
Germany,China,65191547
Germany,Coalition for Epidemic Preparedness Innovations (CEPI),343055844
Germany,Colombia,6844218
Germany,Congo,56994
Germany,Costa Rica,33861
Germany,Cote d'Ivoire,57865063
Germany,Cuba,1162657
Germany,Democratic People's Republic of Korea,769909
Germany,Democratic Republic of the Congo,80129178
Germany,Djibouti,799344
Germany,Dominican Republic,122867
Germany,Ecuador,2808803
Germany,Egypt,4224170
Germany,El Salvador,1784263
Germany,Equatorial Guinea,18546
Germany,Eritrea,1815200
Germany,Eswatini,697717
Germany,Ethiopia,90589907
Germany,Europe,1228098
Germany,Gambia,83161
Germany,Georgia,34305526
Germany,Ghana,9436976
Germany,Guatemala,6439568
Germany,Guinea,71906308
Germany,Guinea Bissau,158715
Germany,Haiti,5368372
Germany,Honduras,494795
Germany,India,145710108
Germany,Indonesia,56832701
Germany,Iran,2434616
Germany,Iraq,72225060
Germany,Israel,2278884
Germany,Jamaica,10200
Germany,Jordan,86652089
Germany,Kazakhstan,7583357
Germany,Kenya,128147227
Germany,Kosovo,1259574
Germany,Kyrgyzstan,105185001
Germany,Lao People's Democratic Republic,5291628
Germany,Lebanon,83296883
Germany,Liberia,72366886
Germany,Libya,29499879
Germany,Low and middle-income countries (LMIC),1154504595
Germany,Madagascar,12505181
Germany,Malawi,219977073
Germany,Malaysia,20785
Germany,Mali,13232381
Germany,Mauritania,443405
Germany,Mexico,1394564
Germany,Middle East,4305699
Germany,Mongolia,706304
Germany,Montenegro,328645
Germany,Morocco,38405400
Germany,Mozambique,27851464
Germany,Myanmar,36163159
Germany,Namibia,10091280
Germany,Nepal,97896341
Germany,Nicaragua,4115822
Germany,Niger,65932027
Germany,Nigeria,32625286
Germany,North Africa,103172
Germany,North Macedonia,195050
